address	expected_name	actual_name	status
0x0055d90b	CDXTexture__Helper_0055d90b	CDXTexture__Helper_0055d90b	OK
0x00562b15	CTexture__Helper_00562b15	CTexture__Helper_00562b15	OK
0x00565d9c	CTexture__Helper_00565d9c	CTexture__Helper_00565d9c	OK
0x00569f92	CDXTexture__Helper_00569f92	CDXTexture__Helper_00569f92	OK
0x0056d525	CTexture__Helper_0056d525	CTexture__Helper_0056d525	OK
0x0056d553	CTexture__Helper_0056d553	CTexture__Helper_0056d553	OK
0x00574020	CTexture__Helper_00574020	CTexture__Helper_00574020	OK
0x005758e6	CDXTexture__Helper_005758e6	CDXTexture__Helper_005758e6	OK
0x005896a1	CTexture__Helper_005896a1	CTexture__Helper_005896a1	OK
0x0058a60a	CTexture__Helper_0058a60a	CTexture__Helper_0058a60a	OK
0x0058a67b	CTexture__Helper_0058a67b	CTexture__Helper_0058a67b	OK
0x0058a713	CTexture__Helper_0058a713	CTexture__Helper_0058a713	OK
0x0058c178	CDXTexture__Helper_0058c178	CDXTexture__Helper_0058c178	OK
0x0058c37c	CTexture__Helper_0058c37c	CTexture__Helper_0058c37c	OK
0x0058d6f0	CTexture__Helper_0058d6f0	CTexture__Helper_0058d6f0	OK
0x0058d88d	CTexture__Helper_0058d88d	CTexture__Helper_0058d88d	OK
0x0058d8c2	CTexture__Helper_0058d8c2	CTexture__Helper_0058d8c2	OK
0x0058e256	CTexture__Helper_0058e256	CTexture__Helper_0058e256	OK
0x00594945	CMeshCollisionVolume__Helper_00594945	CMeshCollisionVolume__Helper_00594945	OK
0x00594d5c	CDXTexture__Helper_00594d5c	CDXTexture__Helper_00594d5c	OK
0x005950a2	CDXTexture__Helper_005950a2	CDXTexture__Helper_005950a2	OK
0x005950e0	CDXTexture__Helper_005950e0	CDXTexture__Helper_005950e0	OK
0x005952e0	CTexture__Helper_005952e0	CTexture__Helper_005952e0	OK
0x00595550	CTexture__Helper_00595550	CTexture__Helper_00595550	OK
0x005958e0	CTexture__Helper_005958e0	CTexture__Helper_005958e0	OK
0x00595c10	CTexture__Helper_00595c10	CTexture__Helper_00595c10	OK
0x00599161	CTexture__Helper_00599161	CTexture__Helper_00599161	OK
0x0059916d	CTexture__Helper_0059916d	CTexture__Helper_0059916d	OK
0x0059930d	CTexture__Helper_0059930d	CTexture__Helper_0059930d	OK
0x00599406	CDXTexture__Helper_00599406	CDXTexture__Helper_00599406	OK
0x005997e1	CTexture__Helper_005997e1	CTexture__Helper_005997e1	OK
0x0059ce20	CDXTexture__Helper_0059ce20	CDXTexture__Helper_0059ce20	OK
0x0059d036	CDXTexture__Helper_0059d036	CDXTexture__Helper_0059d036	OK
0x0059d301	CDXTexture__Helper_0059d301	CDXTexture__Helper_0059d301	OK
0x0059dda2	CDXTexture__Helper_0059dda2	CDXTexture__Helper_0059dda2	OK
0x0059dfb2	CDXTexture__Helper_0059dfb2	CDXTexture__Helper_0059dfb2	OK
0x005a289e	CTexture__Helper_005a289e	CTexture__Helper_005a289e	OK
