address	name	signature	status
0x004a0b30	CMechGuide__ShutdownAndReleaseResources	void __fastcall CMechGuide__ShutdownAndReleaseResources(void * param_1)	OK
0x005042f0	CResourceAccumulator__InitVertexShaderPrograms	void __cdecl CResourceAccumulator__InitVertexShaderPrograms(void * param_1)	OK
0x004d8370	CRound__ShutdownAndDetachReaders	void __fastcall CRound__ShutdownAndDetachReaders(void * param_1)	OK
0x004e5c30	CSPtrSet__Contains	int __thiscall CSPtrSet__Contains(void * this, void * param_1, int param_2)	OK
0x004f6430	CTree__ComputeLodBucket	int __fastcall CTree__ComputeLodBucket(int param_1)	OK
0x0042e3d0	CController__GetMappedInputValue	double __thiscall CController__GetMappedInputValue(void * this, void * param_1, int param_2, int param_3)	OK
0x00423510	CCylinder__AcquireNearestTargetReader	void __fastcall CCylinder__AcquireNearestTargetReader(int param_1)	OK
0x004c7900	CRocket__NormalizeVec3InPlace	void __fastcall CRocket__NormalizeVec3InPlace(void * param_1)	OK
0x004027c0	VFuncSlot_00_004026e0__AcquireNearestTargetReader	void __fastcall VFuncSlot_00_004026e0__AcquireNearestTargetReader(int param_1)	OK
0x004028e0	VFuncSlot_00_004026e0__UpdateGroundClearanceCache	void __fastcall VFuncSlot_00_004026e0__UpdateGroundClearanceCache(int param_1)	OK
0x00464bc0	CFEPSaveGame__DrawLocalizedStatusPrompt	void __stdcall CFEPSaveGame__DrawLocalizedStatusPrompt(int param_1, int param_2)	OK
0x00540c30	CDXFrontEnd__SetupRenderMatricesAndProjection	void CDXFrontEnd__SetupRenderMatricesAndProjection(void)	OK
