target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0058864a	CDXTexture__Unk_0058864a	00575125	0057511b	Platform__Helper_0057511b	UNCONDITIONAL_CALL
0058864a	CDXTexture__Unk_0058864a	0057c7ba	0057c7a4	CMeshCollisionVolume__Unk_0057c7a4	UNCONDITIONAL_CALL
0058864a	CDXTexture__Unk_0058864a	00589410	00589405	CTexture__Helper_00589405	UNCONDITIONAL_CALL
0058864a	CDXTexture__Unk_0058864a	0057592d	00575923	CDXTexture__Helper_00575923	UNCONDITIONAL_CALL
0058865c	CDXTexture__Unk_0058865c	00575132	0057511b	Platform__Helper_0057511b	UNCONDITIONAL_CALL
0058865c	CDXTexture__Unk_0058865c	005895f4	005894a9	CTexture__OpenIncludeSourceAndInitBuffer	UNCONDITIONAL_CALL
0058865c	CDXTexture__Unk_0058865c	0057593a	00575923	CDXTexture__Helper_00575923	UNCONDITIONAL_CALL
005888bc	CFastVB__Unk_005888bc	00657164	<none>	<no_function>	DATA
00588cc6	CDXTexture__Unk_00588cc6	00588da8	<none>	<no_function>	UNCONDITIONAL_CALL
00588cc6	CDXTexture__Unk_00588cc6	00588dc4	<none>	<no_function>	UNCONDITIONAL_CALL
00588cc6	CDXTexture__Unk_00588cc6	00588de3	<none>	<no_function>	UNCONDITIONAL_CALL
00588cc6	CDXTexture__Unk_00588cc6	00588e02	<none>	<no_function>	UNCONDITIONAL_CALL
00588cc6	CDXTexture__Unk_00588cc6	00588e1e	<none>	<no_function>	UNCONDITIONAL_CALL
00588cc6	CDXTexture__Unk_00588cc6	00588e3a	<none>	<no_function>	UNCONDITIONAL_CALL
