target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0056e0bf	CTexture__Helper_0056e0bf	0056c244	0056c0da	CRT__ResolveLocaleNameAndMetadata_0056c0da	UNCONDITIONAL_CALL
0056e271	CTexture__Helper_0056e271	0056cc13	0056cbe2	CRT__Tzset	UNCONDITIONAL_CALL
0056ff40	CTexture__Helper_0056ff40	005705ac	00570000	CFastVB__BuildTriangleStripFromSeedRecord	UNCONDITIONAL_CALL
005708a0	CTexture__Helper_005708a0	00570810	00570000	CFastVB__BuildTriangleStripFromSeedRecord	UNCONDITIONAL_CALL
00570a90	CTexture__Helper_00570a90	00570d86	00570cb0	CTexture__Helper_00570cb0	UNCONDITIONAL_CALL
00570be0	CTexture__Helper_00570be0	00572cc9	005725e0	CFastVB__GenerateStripCandidatesFromAdjacency	UNCONDITIONAL_CALL
00570cb0	CTexture__Helper_00570cb0	00572b63	005725e0	CFastVB__GenerateStripCandidatesFromAdjacency	UNCONDITIONAL_CALL
00570cb0	CTexture__Helper_00570cb0	00572c00	005725e0	CFastVB__GenerateStripCandidatesFromAdjacency	UNCONDITIONAL_CALL
00570dd0	CTexture__Helper_00570dd0	00571dd1	005718c0	CFastVB__MergeAndOrderStripBatches	UNCONDITIONAL_CALL
005723c0	CTexture__Helper_005723c0	00571fe1	005718c0	CFastVB__MergeAndOrderStripBatches	UNCONDITIONAL_CALL
00572490	CTexture__Helper_00572490	00570fb8	00570dd0	CTexture__Helper_00570dd0	UNCONDITIONAL_CALL
00572f00	CTexture__Helper_00572f00	005719ee	005718c0	CFastVB__MergeAndOrderStripBatches	UNCONDITIONAL_CALL
00572f20	CTexture__Helper_00572f20	0056f72f	0056f620	CFastVB__BuildTriangleAdjacency	UNCONDITIONAL_CALL
00572f20	CTexture__Helper_00572f20	00570dfd	00570dd0	CTexture__Helper_00570dd0	UNCONDITIONAL_CALL
00572f20	CTexture__Helper_00572f20	00570e10	00570dd0	CTexture__Helper_00570dd0	UNCONDITIONAL_CALL
00573330	CTexture__Helper_00573330	00572e8c	00572e40	CTexture__DestroyNodeTreeAndStorage	UNCONDITIONAL_CALL
00573330	CTexture__Helper_00573330	00572d9c	005725e0	CFastVB__GenerateStripCandidatesFromAdjacency	UNCONDITIONAL_CALL
00573340	CTexture__Helper_00573340	00572726	005725e0	CFastVB__GenerateStripCandidatesFromAdjacency	UNCONDITIONAL_CALL
00573560	CTexture__Helper_00573560	00572db5	005725e0	CFastVB__GenerateStripCandidatesFromAdjacency	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	0057146d	005710d0	CFastVB__EmitTriangleStripIndexBuffer	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	005714f4	005710d0	CFastVB__EmitTriangleStripIndexBuffer	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	0056f9fc	0056f620	CFastVB__BuildTriangleAdjacency	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	0056fb07	0056f620	CFastVB__BuildTriangleAdjacency	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	0056fb8a	0056f620	CFastVB__BuildTriangleAdjacency	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	0056fc69	0056f620	CFastVB__BuildTriangleAdjacency	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	00570995	005708a0	CTexture__Helper_005708a0	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	00570a18	005708a0	CTexture__Helper_005708a0	UNCONDITIONAL_CALL
00573ff0	CTexture__Helper_00573ff0	0057329c	00573170	CFastVB__InsertDwordAndGrow	UNCONDITIONAL_CALL
00574020	CTexture__Helper_00574020	0057345f	00573340	CTexture__Helper_00573340	UNCONDITIONAL_CALL
00574020	CTexture__Helper_00574020	005734d2	00573340	CTexture__Helper_00573340	UNCONDITIONAL_CALL
0057457a	CTexture__Helper_0057457a	00574659	00574645	Platform__Helper_00574645	UNCONDITIONAL_CALL
00575a6b	CTexture__Helper_00575a6b	005aa4b5	005aa480	CFastVB__DispatchOp_ConvertPackedS16ToFloatPairBatch_005aa480	UNCONDITIONAL_CALL
00575a6b	CTexture__Helper_00575a6b	00657138	<none>	<no_function>	DATA
00575d99	CTexture__Helper_00575d99	005774ea	005774ae	Math__BuildAxisAngleRotationMatrix	UNCONDITIONAL_CALL
00575d99	CTexture__Helper_00575d99	005779bb	005779ae	CFastVB__BuildAxisAngleQuaternion	UNCONDITIONAL_CALL
00575d99	CTexture__Helper_00575d99	005845cc	00584535	CTexture__PackTexels_Dither_Bits8_8_FromAuxLookup	UNCONDITIONAL_CALL
00575d99	CTexture__Helper_00575d99	00578305	<none>	<no_function>	UNCONDITIONAL_CALL
