target_addr	target_name	from_addr	from_function	ref_type
00504a50	CVBufTexture__Unk_00504a50	005e02e4	<no_function>	DATA
00504b40	CVBufTexture__Unk_00504b40	00504a5a	CVBufTexture__Unk_00504a50	UNCONDITIONAL_CALL
00504cf0	CVBufTexture__Unk_00504cf0	005e030c	<no_function>	DATA
00504d30	CVBufTexture__Unk_00504d30	005e0390	<no_function>	DATA
0050a870	CVBufTexture__Unk_0050a870	0050a865	<no_function>	UNCONDITIONAL_CALL
0050a9c0	CVBufTexture__Unk_0050a9c0	0050a845	<no_function>	UNCONDITIONAL_CALL
0050ab60	CVBufTexture__Unk_0050ab60	0053e77d	CDXEngine__Render	UNCONDITIONAL_CALL
00511bc0	CVBufTexture__Unk_00511bc0	004fc54e	CUnit__UpdateTransform	UNCONDITIONAL_CALL
00511c10	CVBufTexture__Unk_00511c10	0043c09d	<no_function>	UNCONDITIONAL_CALL
00511ca0	CVBufTexture__Unk_00511ca0	0051053b	CWorldPhysicsManager__Unk_00510520	UNCONDITIONAL_CALL
00511d20	CVBufTexture__Unk_00511d20	005105e0	CWorldPhysicsManager__Unk_00510520	UNCONDITIONAL_CALL
00512040	CVBufTexture__Unk_00512040	0051213c	CLTShell__WinMain	DATA
00512470	CVBufTexture__Unk_00512470	00466baf	CFrontEnd__Process	UNCONDITIONAL_CALL
00512470	CVBufTexture__Unk_00512470	0046ebc4	CGame__Update	UNCONDITIONAL_CALL
00512490	CVBufTexture__Unk_00512490	00515893	PLATFORM__Process	UNCONDITIONAL_CALL
00512630	CVBufTexture__Unk_00512630	00515905	Platform__FinalizeAsyncSaveCareer	UNCONDITIONAL_CALL
00512ca0	CVBufTexture__Unk_00512ca0	004fff33	CVBuffer__ctor_like_004fff00	UNCONDITIONAL_CALL
00512ca0	CVBufTexture__Unk_00512ca0	00488243	CIBuffer__Constructor	UNCONDITIONAL_CALL
00512ca0	CVBufTexture__Unk_00512ca0	00501843	CVertexShader__CVertexShader	UNCONDITIONAL_CALL
00512ca0	CVBufTexture__Unk_00512ca0	00544c63	CDXLandscape__Init	UNCONDITIONAL_CALL
