address	expected_name	actual_name	status
0x00560a49	CDXTexture__Helper_00560a49	CDXTexture__Helper_00560a49	OK
0x00566b42	CDXTexture__Helper_00566b42	CDXTexture__Helper_00566b42	OK
0x0056d469	CDXTexture__Helper_0056d469	CDXTexture__Helper_0056d469	OK
0x0056f5c0	CFastVB__Helper_0056f5c0	CFastVB__Helper_0056f5c0	OK
0x0056fdc0	CFastVB__Helper_0056fdc0	CFastVB__Helper_0056fdc0	OK
0x0056fe70	CFastVB__Helper_0056fe70	CFastVB__Helper_0056fe70	OK
0x00570000	CFastVB__Helper_00570000	CFastVB__Helper_00570000	OK
0x00571870	CFastVB__Helper_00571870	CFastVB__Helper_00571870	OK
0x00571890	CFastVB__Helper_00571890	CFastVB__Helper_00571890	OK
0x005721f0	CFastVB__Helper_005721f0	CFastVB__Helper_005721f0	OK
0x00572500	CFastVB__Helper_00572500	CFastVB__Helper_00572500	OK
0x00572570	CFastVB__Helper_00572570	CFastVB__Helper_00572570	OK
0x00573d00	CFastVB__Helper_00573d00	CFastVB__Helper_00573d00	OK
0x00574200	CFastVB__Helper_00574200	CFastVB__Helper_00574200	OK
0x005928d0	CDXTexture__Helper_005928d0	CDXTexture__Helper_005928d0	OK
0x0059c8c1	CDXTexture__Helper_0059c8c1	CDXTexture__Helper_0059c8c1	OK
0x005d04ec	CFEPSaveGame__Helper_005d04ec	CFEPSaveGame__Helper_005d04ec	OK
