address	old_name	inferred_owner	xref_count	top_counts
0x004e0b30	CSoundManager__Unk_004e0b30		4	CSoundManager:2;CGame:1;CCutscene:1
0x004e0f70	CSoundManager__Unk_004e0f70		2	CSoundManager:1;CSample:1
0x004e1040	CSoundManager__Unk_004e1040		1	CSoundManager:1
0x004e1130	CSoundManager__Unk_004e1130		3	CUnit:1;CFeature:1;CHazard:1
0x004e1190	CSoundManager__Unk_004e1190		1	CUnit:1
0x004e1200	CSoundManager__Unk_004e1200	CMessageBox	4	CMessageBox:2;CUnitAI:1;CPCSoundManager:1
0x004e1260	CSoundManager__Unk_004e1260	CMonitor	7	CMonitor:7
0x004e12b0	CSoundManager__Unk_004e12b0		2	CGame:1;CCutscene:1
0x004e1300	CSoundManager__Unk_004e1300		1	CGame:1
0x004e1330	CSoundManager__Unk_004e1330		1	CGame:1
0x004e1360	CSoundManager__Unk_004e1360		3	CSoundManager:3
0x004e1800	CSoundManager__Unk_004e1800	CMonitor	5	CMonitor:4;CFEPLanguageTest:1
0x004e1880	CSoundManager__Unk_004e1880	CMonitor	8	CMonitor:8
0x004e18d0	CSoundManager__Unk_004e18d0		1	CMonitor:1
0x004e1910	CSoundManager__Unk_004e1910	CBattleEngine	36	CBattleEngine:11;CMonitor:9;CVBufTexture:5;CGeneralVolume:5;CWorldPhysicsManager:4;CFrontEnd:1
0x004e1940	CSoundManager__Unk_004e1940	CMonitor	40	CMonitor:22;CGeneralVolume:10;CUnit:3;CFrontEnd:1;CGame:1;CFeature:1
0x004e1ab0	CSoundManager__Unk_004e1ab0	CMonitor	6	CMonitor:6
0x004e2360	CSoundManager__Unk_004e2360		0
