target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00591050	CFastVB__Unk_0059c610	0057c783	0057c5dc	CMeshCollisionVolume__Helper_0057c5dc	UNCONDITIONAL_CALL
00591050	CFastVB__Unk_0059c610	0057b0c9	0057af0a	CDXTexture__Unk_0057af0a	UNCONDITIONAL_CALL
005913b0	CFastVB__Unk_005913b0	00592617	<none>	<no_function>	UNCONDITIONAL_CALL
00591720	CFastVB__Unk_00591720	0059274a	<none>	<no_function>	UNCONDITIONAL_CALL
00592530	CFastVB__Unk_00592530	005925e4	<none>	<no_function>	UNCONDITIONAL_CALL
00592b00	CFastVB__Unk_00592b00	00592c56	00592c50	CFastVB__Unk_00592c50	DATA
00592c50	CFastVB__Unk_00592c50	0057c63b	0057c5dc	CMeshCollisionVolume__Helper_0057c5dc	UNCONDITIONAL_CALL
00592c50	CFastVB__Unk_00592c50	0057af34	0057af0a	CDXTexture__Unk_0057af0a	UNCONDITIONAL_CALL
00596589	CFastVB__Unk_00596589	00597cfb	00597b87	CFastVB__Unk_00597b87	UNCONDITIONAL_CALL
005968a4	CFastVB__Unk_005968a4	0059716e	00596e23	CFastVB__Unk_00596e23	UNCONDITIONAL_CALL
00596e23	CFastVB__Unk_00596e23	00597a4f	00597949	CTexture__Helper_00597949	UNCONDITIONAL_CALL
00596e23	CFastVB__Unk_00596e23	00597b7b	00597a61	CFastVB__Unk_00597a61	UNCONDITIONAL_CALL
00596e23	CFastVB__Unk_00596e23	00597ca0	00597b87	CFastVB__Unk_00597b87	UNCONDITIONAL_CALL
00597a61	CFastVB__Unk_00597a61	0059807b	00598056	CTexture__Helper_00598056	UNCONDITIONAL_CALL
00597a61	CFastVB__Unk_00597a61	00587508	00587477	CFastVB__Helper_00587477	DATA
00597b87	CFastVB__Unk_00597b87	005980af	0059808a	CTexture__Helper_0059808a	UNCONDITIONAL_CALL
00597b87	CFastVB__Unk_00597b87	005874c8	00587477	CFastVB__Helper_00587477	DATA
00598474	CFastVB__Unk_00598474	00589316	0058926b	CTexture__Helper_0058926b	UNCONDITIONAL_CALL
00598873	CFastVB__Unk_00598873	005ef238	<none>	<no_function>	DATA
005988f5	CFastVB__Unk_005988f5	00598a19	<none>	<no_function>	UNCONDITIONAL_CALL
00598a56	CFastVB__Unk_00598a56	0059a152	0059a10a	CFastVB__Helper_0059a10a	UNCONDITIONAL_CALL
00598a56	CFastVB__Unk_00598a56	0059a15a	0059a10a	CFastVB__Helper_0059a10a	UNCONDITIONAL_CALL
00598a56	CFastVB__Unk_00598a56	0059a258	0059a21f	CFastVB__Unk_0059a21f	UNCONDITIONAL_CALL
00598a56	CFastVB__Unk_00598a56	0059a260	0059a21f	CFastVB__Unk_0059a21f	UNCONDITIONAL_CALL
00598a56	CFastVB__Unk_00598a56	00598b19	<none>	<no_function>	UNCONDITIONAL_CALL
00598b48	CFastVB__Unk_00598b48	0059ae12	0059a71a	CFastVB__Unk_0059a71a	UNCONDITIONAL_CALL
00598b48	CFastVB__Unk_00598b48	00598c97	<none>	<no_function>	UNCONDITIONAL_CALL
00598b81	CFastVB__Unk_00598b81	00598fa7	00598fa4	CFastVB__Unk_00598fa4	UNCONDITIONAL_CALL
00598d6b	CFastVB__Unk_00598d6b	00598eba	<none>	<no_function>	UNCONDITIONAL_CALL
00598f60	CFastVB__Unk_00598f60	005ef240	<none>	<no_function>	DATA
00598f82	CFastVB__Unk_00598f82	005ef250	<none>	<no_function>	DATA
00598fa4	CFastVB__Unk_00598fa4	005ef260	<none>	<no_function>	DATA
00599258	CFastVB__Unk_00599258	00599589	005994c4	CDXTexture__Helper_005994c4	UNCONDITIONAL_CALL
00599258	CFastVB__Unk_00599258	005992ac	00599258	CFastVB__Unk_00599258	UNCONDITIONAL_CALL
00599258	CFastVB__Unk_00599258	005992dc	00599258	CFastVB__Unk_00599258	UNCONDITIONAL_CALL
00599258	CFastVB__Unk_00599258	0059936b	0059930d	CTexture__Helper_0059930d	UNCONDITIONAL_CALL
005997a5	CFastVB__Unk_005997a5	00599892	00599878	CFastVB__Unk_00599878	UNCONDITIONAL_CALL
00599878	CFastVB__Unk_00599878	005ef37c	<none>	<no_function>	DATA
00599b13	CFastVB__Unk_00599b13	00599bbe	00599b69	CFastVB__Unk_00599b69	UNCONDITIONAL_CALL
00599b13	CFastVB__Unk_00599b13	00599c96	00599c49	CFastVB__Helper_00599c49	UNCONDITIONAL_CALL
00599b13	CFastVB__Unk_00599b13	00599dff	00599d80	CFastVB__Helper_00599d80	UNCONDITIONAL_CALL
00599b13	CFastVB__Unk_00599b13	00599c2c	00599bd7	CFastVB__Helper_00599bd7	UNCONDITIONAL_CALL
00599b69	CFastVB__Unk_00599b69	0059a6c5	0059a54d	CFastVB__Unk_0059a54d	UNCONDITIONAL_CALL
00599b69	CFastVB__Unk_00599b69	00599b82	00599b69	CFastVB__Unk_00599b69	UNCONDITIONAL_CALL
