target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0055f2e8	CTexture__Unk_0055f2e8	004b7ad6	004b7ab0	CDropship__SelectPortraitIndex	UNCONDITIONAL_CALL
0055f2e8	CTexture__Unk_0055f2e8	0052008a	0051fff0	CFEPOptions__EnumerateSaveFiles	UNCONDITIONAL_CALL
0055f2e8	CTexture__Unk_0055f2e8	005201ee	00520130	CFEPVirtualKeyboard__TransitionNotification	UNCONDITIONAL_CALL
0055f783	CTexture__Unk_0055f783	00514a6e	005149c0	EnumerateSaveFiles_1	UNCONDITIONAL_CALL
0055f783	CTexture__Unk_0055f783	00514d5c	00514be0	EnumerateSaveFiles_Main	UNCONDITIONAL_CALL
0055f783	CTexture__Unk_0055f783	00514e90	00514be0	EnumerateSaveFiles_Main	UNCONDITIONAL_CALL
0055f783	CTexture__Unk_0055f783	00514ae8	00514a80	EnumerateSaveFiles_2	UNCONDITIONAL_CALL
0055f783	CTexture__Unk_0055f783	00514bbe	00514a80	EnumerateSaveFiles_2	UNCONDITIONAL_CALL
0055fa62	CDXTexture__Unk_0055fa62	0055fa50	0055fa40	CMeshCollisionVolume__Helper_0055fa40	UNCONDITIONAL_CALL
0055fc35	CDXTexture__Unk_0055fc35	0055fbb8	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
0055fc35	CDXTexture__Unk_0055fc35	0055fc12	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055e483	0055e45f	CFastVB__Unk_0055e45f	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055e4c7	0055e4a3	fclose	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055e54e	0055e520	fprintf	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055f190	0055f16e	fwrite	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055f4f9	0055f4d7	fread	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055fcb2	0055fc5d	CD3DApplication__Helper_0055fc5d	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	0055fedf	0055feca	CDXEngine__Helper_0055feca	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	005d0813	005d07f4	CDXTexture__Unk_005d07f4	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	005d094e	005d08ad	CDXTexture__Helper_005d08ad	UNCONDITIONAL_CALL
0055fe78	CDXTexture__Unk_0055fe78	005d096e	005d08ad	CDXTexture__Helper_005d08ad	UNCONDITIONAL_CALL
0055fea7	CDXTexture__Unk_0055fea7	00564dc2	00564d79	CDXTexture__Unk_00564d79	UNCONDITIONAL_CALL
0055fea7	CDXTexture__Unk_0055fea7	0055e1b6	0055e183	CFastVB__Unk_0055e183	UNCONDITIONAL_CALL
0055fea7	CDXTexture__Unk_0055fea7	0056505c	00564fdf	CTexture__Unk_00564fdf	UNCONDITIONAL_CALL
0055feec	CDXTexture__Unk_0055feec	0055fed7	0055feca	CDXEngine__Helper_0055feca	UNCONDITIONAL_CALL
0055feec	CDXTexture__Unk_0055feec	005d084a	005d0820	CDXTexture__Helper_005d0820	UNCONDITIONAL_CALL
0055f085	CMeshCollisionVolume__Unk_0055f085	005611c0	00561179	CDXTexture__Helper_00561179	UNCONDITIONAL_CALL
0055f085	CMeshCollisionVolume__Unk_0055f085	0055e50d	0055e4d4	__fclose_lk	UNCONDITIONAL_CALL
0055f085	CMeshCollisionVolume__Unk_0055f085	00564b38	00564a0b	CDXTexture__Helper_00564a0b	UNCONDITIONAL_CALL
