address	expected_name	actual_name	status
0x0055de6f	CDXTexture__Helper_0055de6f	CDXTexture__Helper_0055de6f	OK
0x0055de78	CDXTexture__Helper_0055de78	CDXTexture__Helper_0055de78	OK
0x00560520	CDXTexture__Helper_00560520	CDXTexture__Helper_00560520	OK
0x005605ca	CDXTexture__Helper_005605ca	CDXTexture__Helper_005605ca	OK
0x00561679	CDXTexture__Helper_00561679	CDXTexture__Helper_00561679	OK
0x00562ab1	CTexture__Helper_00562ab1	CTexture__Helper_00562ab1	OK
0x00562b98	CTexture__Helper_00562b98	CTexture__Helper_00562b98	OK
0x00562c59	CDXTexture__Helper_00562c59	CDXTexture__Helper_00562c59	OK
0x00562c67	CDXTexture__Helper_00562c67	CDXTexture__Helper_00562c67	OK
0x00565dc1	CTexture__Helper_00565dc1	CTexture__Helper_00565dc1	OK
0x00565e8d	CTexture__Helper_00565e8d	CTexture__Helper_00565e8d	OK
0x00565ee0	CDXTexture__Helper_00565ee0	CDXTexture__Helper_00565ee0	OK
0x00568d8c	CDXTexture__Helper_00568d8c	CDXTexture__Helper_00568d8c	OK
0x00569788	CDXTexture__Helper_00569788	CDXTexture__Helper_00569788	OK
0x0056983b	CDXTexture__Helper_0056983b	CDXTexture__Helper_0056983b	OK
0x00569f35	CDXTexture__Helper_00569f35	CDXTexture__Helper_00569f35	OK
0x0056a0b1	CDXTexture__Helper_0056a0b1	CDXTexture__Helper_0056a0b1	OK
0x0056a0de	CDXTexture__Helper_0056a0de	CDXTexture__Helper_0056a0de	OK
0x0056cb9d	CDXTexture__Helper_0056cb9d	CDXTexture__Helper_0056cb9d	OK
0x0056d580	CTexture__Helper_0056d580	CTexture__Helper_0056d580	OK
0x0056d647	CTexture__Helper_0056d647	CTexture__Helper_0056d647	OK
0x0056e462	CDXTexture__Helper_0056e462	CDXTexture__Helper_0056e462	OK
0x00573330	CTexture__Helper_00573330	CTexture__Helper_00573330	OK
0x00573340	CTexture__Helper_00573340	CTexture__Helper_00573340	OK
0x00573560	CTexture__Helper_00573560	CTexture__Helper_00573560	OK
0x0057430b	CMeshCollisionVolume__Helper_0057430b	CMeshCollisionVolume__Helper_0057430b	OK
0x00575923	CDXTexture__Helper_00575923	CDXTexture__Helper_00575923	OK
0x005759c3	CDXTexture__Helper_005759c3	CDXTexture__Helper_005759c3	OK
0x00575a6b	CTexture__Helper_00575a6b	CTexture__Helper_00575a6b	OK
0x005766a5	CVertexShader__Helper_005766a5	CVertexShader__Helper_005766a5	OK
0x00579d17	CDXTexture__Helper_00579d17	CDXTexture__Helper_00579d17	OK
0x0057bf1f	CDXTexture__Helper_0057bf1f	CDXTexture__Helper_0057bf1f	OK
0x0057d4db	CDXTexture__Helper_0057d4db	CDXTexture__Helper_0057d4db	OK
0x0057d62b	CDXTexture__Helper_0057d62b	CDXTexture__Helper_0057d62b	OK
0x0057d74f	CDXTexture__Helper_0057d74f	CDXTexture__Helper_0057d74f	OK
0x0058877d	CMeshCollisionVolume__Helper_0058877d	CMeshCollisionVolume__Helper_0058877d	OK
0x00588855	CTexture__Helper_00588855	CTexture__Helper_00588855	OK
0x005888a1	CDXTexture__Helper_005888a1	CDXTexture__Helper_005888a1	OK
0x005888ae	CDXTexture__Helper_005888ae	CDXTexture__Helper_005888ae	OK
0x0058920c	CDXTexture__Helper_0058920c	CDXTexture__Helper_0058920c	OK
0x005896bd	CTexture__Helper_005896bd	CTexture__Helper_005896bd	OK
0x00589762	CTexture__Helper_00589762	CTexture__Helper_00589762	OK
0x00589802	CTexture__Helper_00589802	CTexture__Helper_00589802	OK
0x00589bd6	CTexture__Helper_00589bd6	CTexture__Helper_00589bd6	OK
0x00589c82	CTexture__Helper_00589c82	CTexture__Helper_00589c82	OK
0x0058a6e0	CTexture__Helper_0058a6e0	CTexture__Helper_0058a6e0	OK
0x0058a981	CTexture__Helper_0058a981	CTexture__Helper_0058a981	OK
0x0058a9ef	CTexture__Helper_0058a9ef	CTexture__Helper_0058a9ef	OK
0x0058aa69	CTexture__Helper_0058aa69	CTexture__Helper_0058aa69	OK
0x0058aacf	CTexture__Helper_0058aacf	CTexture__Helper_0058aacf	OK
0x0058b1a0	CTexture__Helper_0058b1a0	CTexture__Helper_0058b1a0	OK
0x0058c30f	CTexture__Helper_0058c30f	CTexture__Helper_0058c30f	OK
0x0058c378	CTexture__Helper_0058c378	CTexture__Helper_0058c378	OK
0x0058c75e	CTexture__Helper_0058c75e	CTexture__Helper_0058c75e	OK
0x0058c7a4	CTexture__Helper_0058c7a4	CTexture__Helper_0058c7a4	OK
0x0058c82b	CDXTexture__Helper_0058c82b	CDXTexture__Helper_0058c82b	OK
0x0058d088	CTexture__Helper_0058d088	CTexture__Helper_0058d088	OK
0x0058d722	CDXTexture__Helper_0058d722	CDXTexture__Helper_0058d722	OK
0x0058d747	CTexture__Helper_0058d747	CTexture__Helper_0058d747	OK
0x0058d763	CTexture__Helper_0058d763	CTexture__Helper_0058d763	OK
0x0058d821	CTexture__Helper_0058d821	CTexture__Helper_0058d821	OK
0x0058f219	CTexture__Helper_0058f219	CTexture__Helper_0058f219	OK
0x0058f305	CTexture__Helper_0058f305	CTexture__Helper_0058f305	OK
0x0058f34c	CTexture__Helper_0058f34c	CTexture__Helper_0058f34c	OK
0x0058f593	CTexture__Helper_0058f593	CTexture__Helper_0058f593	OK
0x0058fb70	CTexture__Helper_0058fb70	CTexture__Helper_0058fb70	OK
0x0058fb8b	CTexture__Helper_0058fb8b	CTexture__Helper_0058fb8b	OK
0x0058fbc5	CTexture__Helper_0058fbc5	CTexture__Helper_0058fbc5	OK
0x00590da0	CTexture__Helper_00590da0	CTexture__Helper_00590da0	OK
0x00590e10	CDXTexture__Helper_00590e10	CDXTexture__Helper_00590e10	OK
0x00591060	CDXTexture__Helper_00591060	CDXTexture__Helper_00591060	OK
0x00592380	CTexture__Helper_00592380	CTexture__Helper_00592380	OK
0x00592420	CTexture__Helper_00592420	CTexture__Helper_00592420	OK
0x00592d29	CTexture__Helper_00592d29	CTexture__Helper_00592d29	OK
0x00593024	CDXTexture__Helper_00593024	CDXTexture__Helper_00593024	OK
0x00593043	CDXTexture__Helper_00593043	CDXTexture__Helper_00593043	OK
0x005935d9	CDXTexture__Helper_005935d9	CDXTexture__Helper_005935d9	OK
0x005935f2	CDXTexture__Helper_005935f2	CDXTexture__Helper_005935f2	OK
0x0059361e	CDXTexture__Helper_0059361e	CDXTexture__Helper_0059361e	OK
0x0059364c	CDXTexture__Helper_0059364c	CDXTexture__Helper_0059364c	OK
0x00593812	CDXTexture__Helper_00593812	CDXTexture__Helper_00593812	OK
0x00593989	CDXTexture__Helper_00593989	CDXTexture__Helper_00593989	OK
0x00594c48	CMeshCollisionVolume__Helper_00594c48	CMeshCollisionVolume__Helper_00594c48	OK
0x005951e9	CDXTexture__Helper_005951e9	CDXTexture__Helper_005951e9	OK
0x00595220	CTexture__Helper_00595220	CTexture__Helper_00595220	OK
0x00595350	CTexture__Helper_00595350	CTexture__Helper_00595350	OK
0x00595430	CTexture__Helper_00595430	CTexture__Helper_00595430	OK
0x005954a0	CTexture__Helper_005954a0	CTexture__Helper_005954a0	OK
0x00595da0	CTexture__Helper_00595da0	CTexture__Helper_00595da0	OK
0x00596106	CDXTexture__Helper_00596106	CDXTexture__Helper_00596106	OK
0x0059778a	CTexture__Helper_0059778a	CTexture__Helper_0059778a	OK
0x0059780d	CTexture__Helper_0059780d	CTexture__Helper_0059780d	OK
0x00597949	CTexture__Helper_00597949	CTexture__Helper_00597949	OK
0x00598056	CTexture__Helper_00598056	CTexture__Helper_00598056	OK
0x0059808a	CTexture__Helper_0059808a	CTexture__Helper_0059808a	OK
