target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00582244	CFastVB__Unk_00582244	005e9f44	<none>	<no_function>	DATA
00582355	CFastVB__Unk_00582355	005e9f54	<none>	<no_function>	DATA
0058249e	CFastVB__Unk_0058249e	005e9f64	<none>	<no_function>	DATA
005825c3	CFastVB__Unk_005825c3	005e9f74	<none>	<no_function>	DATA
005826e8	CFastVB__Unk_005826e8	005e9f84	<none>	<no_function>	DATA
0058280d	CFastVB__Unk_0058280d	005e9f94	<none>	<no_function>	DATA
00582950	CFastVB__Unk_00582950	005e9fa4	<none>	<no_function>	DATA
00583891	CFastVB__Unk_00583891	005ea080	<none>	<no_function>	DATA
00583979	CFastVB__Unk_00583979	005ea090	<none>	<no_function>	DATA
005888bc	CFastVB__Unk_005888bc	00657164	<none>	<no_function>	DATA
