address	name	calls	clues	lines
0x00402020	CGeneralVolume__Helper_00402020			12
0x004048f0	CMesh__Helper_004048f0			14
0x00409e60	CGeneralVolume__Helper_00409e60			13
0x00423720	Platform__Helper_00423720			43
0x00423870	CResourceAccumulator__Helper_00423870	CChunker__Destructor, OID__FreeObject	OID__FreeObject	22
0x004247a0	CGeneralVolume__Helper_004247a0			67
0x00424920	CGeneralVolume__Helper_00424920		FindAnimationIndex	33
0x00424990	CGeneralVolume__Helper_00424990		FindAnimationIndex	33
0x0042d7d0	CFrontEnd__Helper_0042d7d0	PLATFORM__GetSysTimeFloat		22
0x00441b80	Platform__Helper_00441b80	CConsole__Printf, Platform__Helper_00574645, Platform__Helper_0057511b		94
0x004422d0	CSoundManager__Helper_004422d0			70
0x00442380	CSoundManager__Helper_00442380			25
0x00449ef0	CFrontEnd__Helper_00449ef0	CMCBuggy__Helper_0040d320		69
0x0044a0c0	CDXMeshVB__Helper_0044a0c0			13
0x0044a1f0	CResourceAccumulator__Helper_0044a1f0	CMapTex__CopyFromOther, CMapTex__LoadMixerTextureSet		18
0x0044a2a0	CResourceAccumulator__Helper_0044a2a0	CDXEngine__InitKempyCubeResources		15
0x0044a2c0	CResourceAccumulator__Helper_0044a2c0	CWaterRenderSystem__ReloadTextures		12
0x0044a6e0	CResourceAccumulator__Helper_0044a6e0	CMapTex__Deserialize, CMeshPart__Helper_00423910, CMeshPart__Helper_00423960, CResourceAccumulator__Helper_00491060		26
0x0044c1c0	CMesh__Helper_0044c1c0	DXMemBuffer__ReadBytes	DXMemBuffer__ReadBytes	17
0x0044c210	CMesh__Helper_0044c210	DXMemBuffer__ReadBytes	DXMemBuffer__ReadBytes	29
0x0044d560	CFrontEnd__Helper_0044d560			78
0x0044d6f0	CFrontEnd__Helper_0044d6f0	CDXEngine__DrawTextScaledWithShadow, CDXFont__GetTextExtent, CFEPSaveGame__Helper_0046a2a0, CFrontEnd__DrawBarGraph, CFrontEnd__DrawBox, CFrontEnd__DrawPanel, CFrontEnd__Helper_0044dd60, CFrontEnd__PlaySound, CPlatform__Font, Input__GetClickStateInRect		122
0x0044dd60	CFrontEnd__Helper_0044dd60	CFrontEnd__PlaySound, CFrontEnd__SetPage		60
0x00465f00	CVBufTexture__Helper_00465f00			15
0x00472e50	CVBufTexture__Helper_00472e50	CTexture__FindTexture, CVBufTexture__DrawSpriteEx		38
0x00476fe0	CVBufTexture__Helper_00476fe0	CCollisionSeekingRound__Helper_00491d80, CCollisionSeekingRound__Helper_00491d90, CDXEngine__BuildProjectedSprites, CFastVB__DispatchIndirect_00656f3c, CMapWhoEntry__GetOwner, CRenderQueue__InsertSortedByDepth, CSquadNormal__Helper_0040d2c0, CVBufTexture__Helper_00477b70, CVBufTexture__Helper_0057600b, Geometry__NoOpHook		446
0x00477b70	CVBufTexture__Helper_00477b70	CRenderQueue__InsertSortedByDepth		15
0x0047ef20	CDXBattleLine__Helper_0047ef20			60
0x004881e0	CVBufTexture__Helper_004881e0			22
0x004885e0	CVBufTexture__Helper_004885e0			19
0x0048de90	CDXLandscape__Helper_0048de90			12
0x0048dea0	CDXLandscape__Helper_0048dea0	CHud__Helper_004f27e0		17
0x0048dec0	CResourceAccumulator__Helper_0048dec0	CTexture__FindTexture		21
0x0048f180	CDXLandscape__Helper_0048f180	CLandscapeTexture__UpdateTileRange		30
0x0048f2f0	CDXLandscape__Helper_0048f2f0	CLandscapeVB__RebuildHeightGridVertexBuffer		25
0x00491060	CResourceAccumulator__Helper_00491060	CConsole__Status, CConsole__StatusDone, CFrontEndPage__Process_NoOp, CHeightField__Load, CMeshPart__Helper_00423910, CMeshPart__Helper_00423960, CMixerMap__Init, CResourceAccumulator__Helper_0044a1f0, CResourceAccumulator__Helper_0044a2a0, CResourceAccumulator__Helper_0044a2c0	DebugTrace	38
0x004adf80	CMesh__Helper_004adf80			12
0x004adf90	CMesh__Helper_004adf90	CDXEngine__DecrementResourceRefCount, CHud__Helper_004f27e0, OID__FreeObject	OID__FreeObject	30
0x004ae080	CMesh__Helper_004ae080	CMeshPart__SetVertexCount		20
0x004ae0d0	CMesh__Helper_004ae0d0	CVBufTexture__GetOrCreate, CVBufTexture__SetIBFormat, CVBufTexture__SetVBFormat		17
0x004b0cd0	CMesh__Helper_004b0cd0			20
0x004b25d0	CMesh__Helper_004b25d0	CConsole__Printf, CPolyBucket__GetRandomTriangle, Random__NextLCGAbs		71
0x004e2a90	CSoundManager__Helper_004e2a90			51
0x004e2b30	CSoundManager__Helper_004e2b30	CSPtrSet__Remove, CSoundManager__Helper_00442380, OID__FreeObject	OID__FreeObject	32
0x004f7460	CDXBattleLine__Helper_004f7460	CDXBattleLine__Helper_004f74b0		37
0x004f74b0	CDXBattleLine__Helper_004f74b0	CDXBattleLine__Helper_004f7660		72
0x004f7660	CDXBattleLine__Helper_004f7660	CDXBattleLine__Helper_004f78c0		94
0x004f78c0	CDXBattleLine__Helper_004f78c0			40
