address	name	signature	status
0x004127a0	CGeneralVolume__EnableLinkedEntriesByName	void __thiscall CGeneralVolume__EnableLinkedEntriesByName(void * this, void * param_1, void * param_2)	OK
0x00412d80	CGeneralVolume__HandleDashForwardInput	void __thiscall CGeneralVolume__HandleDashForwardInput(void * this, int param_1, float param_2)	OK
0x00412f70	CGeneralVolume__HandleDashBackwardInput	void __thiscall CGeneralVolume__HandleDashBackwardInput(void * this, int param_1, float param_2)	OK
0x00413160	CGeneralVolume__HandleDashLeftInput	void __thiscall CGeneralVolume__HandleDashLeftInput(void * this, int param_1, float param_2)	OK
0x00413360	CGeneralVolume__HandleDashRightInput	void __thiscall CGeneralVolume__HandleDashRightInput(void * this, int param_1, float param_2)	OK
0x004135d0	CGeneralVolume__IsDashLockoutActive	bool __fastcall CGeneralVolume__IsDashLockoutActive(int param_1)	OK
0x004135e0	CGeneralVolume__ApplyScaledVelocityAndSetMovementLatch	void __fastcall CGeneralVolume__ApplyScaledVelocityAndSetMovementLatch(int param_1)	OK
0x00413eb0	CGeneralVolume__SelectNextEnabledEntry	void __fastcall CGeneralVolume__SelectNextEnabledEntry(void * param_1)	OK
0x00414030	CGeneralVolume__ResolveCurrentOrFallbackEntry	int __fastcall CGeneralVolume__ResolveCurrentOrFallbackEntry(void * param_1)	OK
0x004145d0	CGeneralVolume__GetCurrentEntryPayload	int __fastcall CGeneralVolume__GetCurrentEntryPayload(void * param_1)	OK
0x00414970	CGeneralVolume__EnableEntriesByName	void __thiscall CGeneralVolume__EnableEntriesByName(void * this, void * param_1, void * param_2)	OK
0x00414a40	CGeneralVolume__DisableEntriesByNameAndReselect	void __thiscall CGeneralVolume__DisableEntriesByNameAndReselect(void * this, void * param_1, void * param_2)	OK
