target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
005768fe	CTexture__Helper_005768fe	004770d5	00476fe0	CVBufTexture__Helper_00476fe0	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	004770f2	00476fe0	CVBufTexture__Helper_00476fe0	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00501d46	00501cd0	CVertexShader__ApplyRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00501d63	00501cd0	CVertexShader__ApplyRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00501d7d	00501cd0	CVertexShader__ApplyRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00501e91	00501cd0	CVertexShader__ApplyRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00501eae	00501cd0	CVertexShader__ApplyRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00501ec8	00501cd0	CVertexShader__ApplyRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005029a9	00502920	CVertexShader__ApplyCustomRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005029c6	00502920	CVertexShader__ApplyCustomRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005029e3	00502920	CVertexShader__ApplyCustomRenderStateShaderConstants	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	0054afae	00549570	CMeshRenderer__RenderMeshCore	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	0054afe0	00549570	CMeshRenderer__RenderMeshCore	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	0054b012	00549570	CMeshRenderer__RenderMeshCore	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005777a0	0057770b	CFastVB__BuildTransformMatrixWithOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005777c1	0057770b	CFastVB__BuildTransformMatrixWithOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00579395	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005793a1	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005793ad	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005793e1	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005793ed	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005794d6	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005794f7	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578af6	00578a20	CTexture__MapNormalizedUvToVolumeCoords	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578ae6	00578a20	CTexture__MapNormalizedUvToVolumeCoords	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	005554cb	00555460	CAtmosphericsProfile__RenderOverlay	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578d66	00578bad	CFastVB__ApplyOptionalTransformPasses_Minimal	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	0057913d	00578f53	CFastVB__ApplyOptionalTransformPasses	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00579027	00578f53	CFastVB__ApplyOptionalTransformPasses	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00579017	00578f53	CFastVB__ApplyOptionalTransformPasses	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578e7e	00578dad	CFastVB__MapVolumeCoordsToNormalizedUv	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578c86	00578bad	CFastVB__ApplyOptionalTransformPasses_Minimal	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578c76	00578bad	CFastVB__ApplyOptionalTransformPasses_Minimal	UNCONDITIONAL_CALL
005768fe	CTexture__Helper_005768fe	00578e6e	00578dad	CFastVB__MapVolumeCoordsToNormalizedUv	UNCONDITIONAL_CALL
005775bd	CTexture__Helper_005775bd	00577773	0057770b	CFastVB__BuildTransformMatrixWithOffsets	UNCONDITIONAL_CALL
005775bd	CTexture__Helper_005775bd	00579267	0057923a	CTexture__DispatchMatrixOp00656f94_WithPostOp	UNCONDITIONAL_CALL
005775bd	CTexture__Helper_005775bd	00579300	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
005775bd	CTexture__Helper_005775bd	005794a9	00579273	CTexture__BuildTransformMatrixWithOptionalOffsets	UNCONDITIONAL_CALL
00577ea4	CTexture__Helper_00577ea4	00577fce	00577fb7	Math__BezierBlendVec4	UNCONDITIONAL_CALL
00577ea4	CTexture__Helper_00577ea4	00577fe4	00577fb7	Math__BezierBlendVec4	UNCONDITIONAL_CALL
00577ea4	CTexture__Helper_00577ea4	00578002	00577fb7	Math__BezierBlendVec4	UNCONDITIONAL_CALL
00577ea4	CTexture__Helper_00577ea4	00578099	0057804e	Math__BlendVec4DualWeights	UNCONDITIONAL_CALL
00577ea4	CTexture__Helper_00577ea4	005780af	0057804e	Math__BlendVec4DualWeights	UNCONDITIONAL_CALL
00577ea4	CTexture__Helper_00577ea4	005780c9	0057804e	Math__BlendVec4DualWeights	UNCONDITIONAL_CALL
005780e3	CTexture__Helper_005780e3	00579534	00579527	CTexture__BuildProjectiveMatrixFromPlane	UNCONDITIONAL_CALL
005780e3	CTexture__Helper_005780e3	0057960e	00579601	Math__BuildMatrixFromQuaternion	UNCONDITIONAL_CALL
00578555	CTexture__Helper_00578555	0058928f	0058926b	CTexture__Helper_0058926b	DATA
00578555	CTexture__Helper_00578555	005892be	0058926b	CTexture__Helper_0058926b	DATA
00578555	CTexture__Helper_00578555	00657050	<none>	<no_function>	DATA
00579d33	CTexture__Helper_00579d33	005745d2	0057457a	CDXTexture__LoadAndUploadMappedTexture_0057457a	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00584bfa	00584b5f	CTexture__UnpackTexels_Bgr8ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00584cb9	00584c04	CTexture__UnpackTexels_Bgra8ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00584d6e	00584cc3	CTexture__UnpackTexels_Bgr8ToFloat4_AlphaOne	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00584e27	00584d78	CFastVB__UnpackTexels_Bits565ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00584ede	00584e32	CFastVB__UnpackTexels_Bits555ToFloat4_AlphaOne	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00584fa3	00584ee9	CFastVB__UnpackTexels_Bits1555ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585067	00584fae	CFastVB__UnpackTexels_Bits4444ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585156	00585072	CFastVB__UnpackTexels_Bits2_10_10_10_ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585216	00585161	CFastVB__UnpackTexels_Bits8888ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	005852cb	00585220	CFastVB__UnpackTexels_Bits888ToFloat4_AlphaOne	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585376	005852d5	CFastVB__UnpackTexels_Bits16_16_ToFloat4_RG	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585464	00585380	CFastVB__UnpackTexels_Bits2_10_10_10_ToFloat4_Alt	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	0058556a	0058546f	CMeshCollisionVolume__UnpackTexels_Bits16_16_16_16_ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585622	00585576	CDXTexture__UnpackTexels_Bits332ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	005856ae	0058562d	CDXTexture__UnpackTexels_A8ToFloat4_ZeroRGB	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585774	005856b8	CDXTexture__UnpackTexels_Bits332A8ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585844	0058579b	CTexture__UnpackTexels_Bits444ToFloat4_AlphaOne	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	005858fe	0058586b	CTexture__UnpackTexels_PaletteIndexA8ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585a55	005859d8	CFastVB__UnpackTexels_L8ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585b0e	00585a7b	CFastVB__UnpackTexels_L8A8ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585bc8	00585b35	CFastVB__UnpackTexels_A4L4ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585c8a	00585c0b	CFastVB__UnpackTexels_L16ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585d60	00585cb0	CTexture__UnpackTexels_Signed8_8_ToFloat4_RG	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585e78	00585da3	CDXTexture__UnpackTexels_Signed5_5_A6_ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00585f60	00585e9f	CDXTexture__UnpackTexels_Signed8_8_A8_ToFloat4_RG	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00586093	00585fa3	CFastVB__UnpackTexels_Signed8_8_8_8_ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00586172	005860ba	CTexture__UnpackTexels_Signed16_16_ToFloat4_RG	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	005862c3	005861b4	CDXTexture__UnpackTexels_Signed2_10_10_10_ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00586412	00586305	CDXTexture__UnpackTexels_Signed16_16_16_16_ToFloat4	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	0058650e	00586438	CTexture__UnpackTexels_NormalXY_Signed8_8_ReconstructZ	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	0058668e	00586609	CDXTexture__UnpackTexels_CallbackPerTexel_Stride2_SetRGBAOne	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	00586753	005866d2	CFastVB__UnpackTexels_CallbackPerTexel_Stride4_SetZAOne	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	005867c8	0058677b	CDXTexture__UnpackTexels_CallbackSingleTexel	UNCONDITIONAL_CALL
0058210e	CTexture__Helper_0058210e	005868c5	0058686f	CTexture__UnpackTexels_CopyRaw128	UNCONDITIONAL_CALL
