target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0056f260	CFastVB__Unk_0056f260	005d7e73	005d7e70	Unwind@005d7e70	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7e7b	005d7e78	Unwind@005d7e78	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7e83	005d7e80	Unwind@005d7e80	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7e93	005d7e90	Unwind@005d7e90	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7ec3	005d7ec0	Unwind@005d7ec0	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7ecb	005d7ec8	Unwind@005d7ec8	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7ed3	005d7ed0	Unwind@005d7ed0	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7edb	005d7ed8	Unwind@005d7ed8	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7ef3	005d7ef0	Unwind@005d7ef0	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7f13	005d7f10	Unwind@005d7f10	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7f1b	005d7f18	Unwind@005d7f18	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7f23	005d7f20	Unwind@005d7f20	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7f43	005d7f40	Unwind@005d7f40	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005d7f56	005d7f53	Unwind@005d7f53	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	005717a0	005715b0	CFastVB__Helper_005715b0	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	00571853	005715b0	CFastVB__Helper_005715b0	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	00570eb5	00570dd0	CTexture__Helper_00570dd0	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	0057081e	00570000	CFastVB__Helper_00570000	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	0057082c	00570000	CFastVB__Helper_00570000	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	0057083a	00570000	CFastVB__Helper_00570000	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	0057084b	00570000	CFastVB__Helper_00570000	UNCONDITIONAL_CALL
0056f260	CFastVB__Unk_0056f260	00572653	005725e0	CFastVB__Helper_005725e0	DATA
0056f260	CFastVB__Unk_0056f260	00572d6e	005725e0	CFastVB__Helper_005725e0	DATA
0056f520	CFastVB__Unk_0056f520	005d7e8b	005d7e88	Unwind@005d7e88	UNCONDITIONAL_CALL
0056f520	CFastVB__Unk_0056f520	0056f1ff	0056eb90	CDXMeshVB__Helper_0056eb90	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	005714ad	005710d0	CFastVB__Helper_005710d0	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056f6bb	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056f701	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056f719	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056f9c4	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056fa38	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056fabb	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056facb	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	0056fb43	0056f620	CFastVB__Helper_0056f620	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	005709d1	005708a0	CTexture__Helper_005708a0	UNCONDITIONAL_CALL
00573310	CFastVB__Unk_00573310	00573247	00573170	CFastVB__Helper_00573170	UNCONDITIONAL_CALL
00574296	CFastVB__Unk_00574296	0057442a	0057437a	CFastVB__Unk_0057437a	UNCONDITIONAL_CALL
00574296	CFastVB__Unk_00574296	00574344	0057430b	CMeshCollisionVolume__Helper_0057430b	UNCONDITIONAL_CALL
0057437a	CFastVB__Unk_0057437a	00575473	0057516c	CDXTexture__Helper_0057516c	UNCONDITIONAL_CALL
0057437a	CFastVB__Unk_0057437a	005747b6	0057473b	CFastVB__Helper_0057473b	UNCONDITIONAL_CALL
005759b6	CFastVB__Unk_005759b6	005759c3	005759c3	CDXTexture__Helper_005759c3	COMPUTED_JUMP
005759b6	CFastVB__Unk_005759b6	005759bd	005759b6	CFastVB__Unk_005759b6	COMPUTED_JUMP
005759c9	CFastVB__Unk_005759c9	00657134	<none>	<no_function>	DATA
005759c9	CFastVB__Unk_005759c9	005aa5f9	<none>	<no_function>	UNCONDITIONAL_CALL
00575a58	CFastVB__Unk_00575a58	00575a65	00575a65	CDXTexture__Helper_00575a65	COMPUTED_JUMP
00575a58	CFastVB__Unk_00575a58	00575a5f	00575a58	CFastVB__Unk_00575a58	COMPUTED_JUMP
00575a58	CFastVB__Unk_00575a58	00657018	<none>	<no_function>	DATA
00575cae	CFastVB__Unk_00575cae	00575cd3	00575cae	CFastVB__Unk_00575cae	COMPUTED_CALL
00575cae	CFastVB__Unk_00575cae	00656ff0	<none>	<no_function>	DATA
00575dc9	CFastVB__Unk_00575dc9	00657114	<none>	<no_function>	DATA
0057609c	CFastVB__Unk_0057609c	005760a7	0057609c	CFastVB__Unk_0057609c	COMPUTED_JUMP
00576154	CFastVB__Unk_00576154	00576161	00576161	CDXEngine__Helper_00576161	COMPUTED_JUMP
00576154	CFastVB__Unk_00576154	0057615b	00576154	CFastVB__Unk_00576154	COMPUTED_JUMP
00576154	CFastVB__Unk_00576154	00656f58	<none>	<no_function>	DATA
00576698	CFastVB__Unk_00576698	005766a5	005766a5	CVertexShader__Helper_005766a5	COMPUTED_JUMP
00576698	CFastVB__Unk_00576698	0057669f	00576698	CFastVB__Unk_00576698	COMPUTED_JUMP
0057674a	CFastVB__Unk_0057674a	00576755	0057674a	CFastVB__Unk_0057674a	COMPUTED_JUMP
