address	expected_name	actual_name	status
0x0055d896	CDXTexture__Helper_0055d896	CDXTexture__Helper_0055d896	OK
0x0056080d	CDXTexture__Helper_0056080d	CDXTexture__Helper_0056080d	OK
0x00560ab0	CDXTexture__Helper_00560ab0	CDXTexture__Helper_00560ab0	OK
0x0056202e	CDXTexture__Helper_0056202e	CDXTexture__Helper_0056202e	OK
0x00562c99	CDXTexture__Helper_00562c99	CDXTexture__Helper_00562c99	OK
0x00564b54	CDXTexture__Helper_00564b54	CDXTexture__Helper_00564b54	OK
0x00566f7c	CDXTexture__Helper_00566f7c	CDXTexture__Helper_00566f7c	OK
0x0056a7e7	CDXTexture__Helper_0056a7e7	CDXTexture__Helper_0056a7e7	OK
0x0056b212	CDXTexture__Helper_0056b212	CDXTexture__Helper_0056b212	OK
0x0056c05c	CDXTexture__Helper_0056c05c	CDXTexture__Helper_0056c05c	OK
0x0056d2e7	CDXTexture__Helper_0056d2e7	CDXTexture__Helper_0056d2e7	OK
0x0056e2ee	CDXTexture__Helper_0056e2ee	CDXTexture__Helper_0056e2ee	OK
0x0056ea5c	CDXTexture__Helper_0056ea5c	CDXTexture__Helper_0056ea5c	OK
0x0056eab4	CDXTexture__Helper_0056eab4	CDXTexture__Helper_0056eab4	OK
0x0056f620	CFastVB__Helper_0056f620	CFastVB__Helper_0056f620	OK
0x005718c0	CFastVB__Helper_005718c0	CFastVB__Helper_005718c0	OK
0x005725e0	CFastVB__Helper_005725e0	CFastVB__Helper_005725e0	OK
0x005741d0	CFastVB__Helper_005741d0	CFastVB__Helper_005741d0	OK
0x00574645	Platform__Helper_00574645	Platform__Helper_00574645	OK
0x00574662	CFastVB__Helper_00574662	CFastVB__Helper_00574662	OK
0x0057c57d	CMeshCollisionVolume__Helper_0057c57d	CMeshCollisionVolume__Helper_0057c57d	OK
0x0057c5b2	CMeshCollisionVolume__Helper_0057c5b2	CMeshCollisionVolume__Helper_0057c5b2	OK
0x0057cc7b	CFastVB__Helper_0057cc7b	CFastVB__Helper_0057cc7b	OK
0x00586a71	CFastVB__Helper_00586a71	CFastVB__Helper_00586a71	OK
0x00587477	CFastVB__Helper_00587477	CFastVB__Helper_00587477	OK
0x00592a80	CDXTexture__Helper_00592a80	CDXTexture__Helper_00592a80	OK
0x00598abd	CFastVB__Helper_00598abd	CFastVB__Helper_00598abd	OK
0x00599e48	CFastVB__Helper_00599e48	CFastVB__Helper_00599e48	OK
0x0059b920	CDXTexture__Helper_0059b920	CDXTexture__Helper_0059b920	OK
0x0059c8ab	CDXTexture__Helper_0059c8ab	CDXTexture__Helper_0059c8ab	OK
0x0059cc24	CDXTexture__Helper_0059cc24	CDXTexture__Helper_0059cc24	OK
0x0059cc68	CDXTexture__Helper_0059cc68	CDXTexture__Helper_0059cc68	OK
0x0059ccb3	CDXTexture__Helper_0059ccb3	CDXTexture__Helper_0059ccb3	OK
0x0059d699	CDXTexture__Helper_0059d699	CDXTexture__Helper_0059d699	OK
0x0059d879	CDXTexture__Helper_0059d879	CDXTexture__Helper_0059d879	OK
0x0059d992	CDXTexture__Helper_0059d992	CDXTexture__Helper_0059d992	OK
0x0059e0b0	CDXTexture__Helper_0059e0b0	CDXTexture__Helper_0059e0b0	OK
0x0059e970	CDXTexture__Helper_0059e970	CDXTexture__Helper_0059e970	OK
0x0059f3d9	CFastVB__Helper_0059f3d9	CFastVB__Helper_0059f3d9	OK
0x0059f473	CFastVB__Helper_0059f473	CFastVB__Helper_0059f473	OK
0x0059f4f1	CFastVB__Helper_0059f4f1	CFastVB__Helper_0059f4f1	OK
0x005a009f	CFastVB__Helper_005a009f	CFastVB__Helper_005a009f	OK
0x005a026f	CFastVB__Helper_005a026f	CFastVB__Helper_005a026f	OK
0x005a15a5	CFastVB__Helper_005a15a5	CFastVB__Helper_005a15a5	OK
0x005a214f	CFastVB__Helper_005a214f	CFastVB__Helper_005a214f	OK
0x005a225f	CFastVB__Helper_005a225f	CFastVB__Helper_005a225f	OK
0x005a2ee9	CFastVB__Helper_005a2ee9	CFastVB__Helper_005a2ee9	OK
0x005a2ff4	CFastVB__Helper_005a2ff4	CFastVB__Helper_005a2ff4	OK
0x005a30f4	CFastVB__Helper_005a30f4	CFastVB__Helper_005a30f4	OK
0x005aee40	CDXTexture__Helper_005aee40	CDXTexture__Helper_005aee40	OK
