0x00574b9d	CDXTexture__Helper_00574b9d	int CDXTexture__Helper_00574b9d(void)
0x0057516c	CDXTexture__Helper_0057516c	int CDXTexture__Helper_0057516c(void)
0x005758e6	CDXTexture__Helper_005758e6	void CDXTexture__Helper_005758e6(void)
0x00575923	CDXTexture__Helper_00575923	int __stdcall CDXTexture__Helper_00575923(void * param_1, void * param_2)
0x005759c3	CDXTexture__Helper_005759c3	void CDXTexture__Helper_005759c3(void)
0x00575a65	CDXTexture__Helper_00575a65	void CDXTexture__Helper_00575a65(void)
0x00579ca5	CDXTexture__Helper_00579ca5	void __fastcall CDXTexture__Helper_00579ca5(void * param_1)
0x00579cbe	CDXTexture__Helper_00579cbe	void __fastcall CDXTexture__Helper_00579cbe(int param_1)
0x00579d17	CDXTexture__Helper_00579d17	void * __thiscall CDXTexture__Helper_00579d17(void * this, void * param_1, int param_2)
0x0057bf1f	CDXTexture__Helper_0057bf1f	int __thiscall CDXTexture__Helper_0057bf1f(void * this, void * param_1, void * param_2, void * param_3)
0x0057d47e	CDXTexture__Helper_0057d47e	void CDXTexture__Helper_0057d47e(void)
0x00581e8c	CDXTexture__Helper_00581e8c	int __thiscall CDXTexture__Helper_00581e8c(void * this, int param_1, int param_2)
0x005961d0	CDXTexture__Helper_005961d0	void __stdcall CDXTexture__Helper_005961d0(void * param_1, void * param_2, void * param_3)
0x005962b3	CDXTexture__Helper_005962b3	void __stdcall CDXTexture__Helper_005962b3(void * param_1, void * param_2, void * param_3)
0x0059902a	CDXTexture__Helper_0059902a	int CDXTexture__Helper_0059902a(void)
0x00599406	CDXTexture__Helper_00599406	int __stdcall CDXTexture__Helper_00599406(void * param_1, void * param_2, void * param_3, void * param_4)
0x005994c4	CDXTexture__Helper_005994c4	int CDXTexture__Helper_005994c4(void)
0x0059b920	CDXTexture__Helper_0059b920	void __stdcall CDXTexture__Helper_0059b920(int param_1)
0x0059b960	CDXTexture__Helper_0059b960	int __stdcall CDXTexture__Helper_0059b960(void * param_1)
0x0059be70	CDXTexture__Helper_0059be70	int CDXTexture__Helper_0059be70(void)
0x005ab420	CDXTexture__Helper_005ab420	void CDXTexture__Helper_005ab420(void)
0x005ad550	CDXTexture__Helper_005ad550	void __stdcall CDXTexture__Helper_005ad550(int param_1)
0x005aeaf0	CDXTexture__Helper_005aeaf0	void __fastcall CDXTexture__Helper_005aeaf0(int param_1, int param_2, int param_3)
0x005aebb0	CDXTexture__Helper_005aebb0	void __thiscall CDXTexture__Helper_005aebb0(void * this, int param_1, int param_2, int param_3)
0x005aee40	CDXTexture__Helper_005aee40	void __stdcall CDXTexture__Helper_005aee40(void * param_1, int param_2, void * param_3)
0x005af5f0	CDXTexture__Helper_005af5f0	void __thiscall CDXTexture__Helper_005af5f0(void * this, int param_1, void * param_2, int param_3, void * param_4)
0x005afcf0	CDXTexture__Helper_005afcf0	void __stdcall CDXTexture__Helper_005afcf0(int param_1, void * param_2, int param_3, void * param_4, int param_5)
0x005afe60	CDXTexture__Helper_005afe60	void CDXTexture__Helper_005afe60(void)
0x005d06f0	CDXTexture__Helper_005d06f0	void CDXTexture__Helper_005d06f0(void)
0x005d0820	CDXTexture__Helper_005d0820	int __cdecl CDXTexture__Helper_005d0820(void * param_1, int param_2, int param_3)
0x005d08ad	CDXTexture__Helper_005d08ad	int CDXTexture__Helper_005d08ad(void)
0x005d0e88	CDXTexture__Helper_005d0e88	int __cdecl CDXTexture__Helper_005d0e88(void * param_1, int param_2)
